"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.022133458E0,-1.922003174E0,1.030457153E0,5.216352539E0,5.653872298E0
3.032107458E0,-1.910177765E0,8.747808838E-1,4.421355743E0,4.895141193E0
3.042081458E0,-1.718725891E0,9.855505371E-1,3.873644714E0,4.350913918E0
3.052055458E0,-1.466799774E0,1.250050507E0,3.472179565E0,3.971165922E0
3.062029458E0,-1.241518250E0,1.556463318E0,2.903661804E0,3.520681397E0
3.072003458E0,-1.300944672E0,1.540596313E0,2.167043610E0,2.960062845E0
3.081977458E0,-1.475631409E0,1.383872223E0,1.462907867E0,2.496535562E0
3.091951458E0,-1.336570587E0,1.397493896E0,5.950126648E-1,2.023227668E0
3.101925459E0,-1.266516266E0,1.396745453E0,-3.802093506E-1,1.923413752E0
3.111899458E0,-1.158141632E0,1.555864563E0,-1.099313965E0,2.229461319E0
3.121873458E0,-1.063388672E0,1.731299744E0,-1.462458801E0,2.503393700E0
3.131848458E0,-8.660989380E-1,1.942061462E0,-1.516646118E0,2.611885438E0
3.141822458E0,-8.322692871E-1,2.100731506E0,-1.301094360E0,2.607410893E0
3.151796459E0,-1.331780548E0,1.753603363E0,-9.123527527E-1,2.383516673E0
3.161770458E0,-1.706002350E0,1.562600555E0,-3.625460815E-1,2.341709669E0
3.171744458E0,-1.877395935E0,1.565744019E0,6.340814209E-1,2.525515606E0
3.181718458E0,-1.942959595E0,1.577270050E0,1.639091492E0,2.991570443E0
3.191692458E0,-2.132166138E0,1.587748260E0,2.504142609E0,3.652096272E0
3.201666459E0,-2.832859039E0,1.024319916E0,3.059338074E0,4.293468420E0
3.211640458E0,-3.820954285E0,3.638932800E-1,3.337908783E0,5.086624127E0
3.221614458E0,-4.453389130E0,-8.292755127E-2,3.566034393E0,5.705799945E0
3.231588458E0,-4.630171509E0,-2.133064270E-1,4.093537445E0,6.183933752E0
3.241562458E0,-4.437222748E0,-1.050814819E-1,4.026327209E0,5.992603660E0
