"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.243842917E0,8.755293274E-1,5.957012329E0,8.792266388E0,1.065628902E1
2.253816917E0,8.547225952E-1,5.893694000E0,8.621022491E0,1.047798685E1
2.263790917E0,6.756948853E-1,5.824088745E0,8.447682953E0,1.028299181E1
2.273764917E0,5.577401733E-1,5.704487457E0,8.431366882E0,1.019510661E1
2.283738917E0,5.592370605E-1,5.555547180E0,8.528514862E0,1.019374398E1
2.293713917E0,6.718029785E-1,5.354215851E0,8.575517120E0,1.013205016E1
2.303687917E0,7.209008789E-1,5.265899506E0,8.535101166E0,1.005471768E1
2.313661917E0,7.304809570E-1,5.343438263E0,8.391100616E0,9.974793454E0
2.323635917E0,7.767347717E-1,5.514233093E0,8.167615356E0,9.885343905E0
2.333609917E0,9.095086670E-1,5.806126099E0,8.054001617E0,9.970218069E0
2.343583917E0,1.231938171E0,6.051615601E0,8.076005859E0,1.016669040E1
2.353557917E0,1.563947754E0,6.173611908E0,7.959548035E0,1.019381290E1
2.363532917E0,1.729503479E0,6.237678680E0,7.712411957E0,1.006881899E1
2.373506917E0,1.656605072E0,6.166277161E0,7.637268219E0,9.954656209E0
2.383480917E0,1.504521332E0,6.006409607E0,7.645501099E0,9.838405758E0
2.393454917E0,1.351539459E0,5.852230225E0,7.685917053E0,9.754413281E0
2.403428917E0,1.163380737E0,5.685327301E0,7.559579773E0,9.530144154E0
2.413402917E0,9.108558655E-1,5.533243561E0,7.303462372E0,9.207985954E0
2.423376917E0,7.216493225E-1,5.477559357E0,7.150031433E0,9.035894186E0
2.433351917E0,6.083349609E-1,5.554499359E0,7.084168396E0,9.022636888E0
2.443325917E0,7.717950439E-1,5.681734772E0,6.800957336E0,8.895549353E0
2.453299917E0,8.562194824E-1,5.874833221E0,6.741381226E0,8.982928142E0
2.463273917E0,9.385482788E-1,6.143075409E0,6.731651459E0,9.161516234E0
2.473247917E0,1.048270111E0,6.405180359E0,6.837930450E0,9.427751508E0
2.483221917E0,1.179996185E0,6.644532623E0,7.127877502E0,9.815744621E0
2.493195917E0,1.250200195E0,6.770121460E0,7.448510742E0,1.014287225E1
2.503170917E0,1.310375061E0,6.728807373E0,7.566465454E0,1.021006028E1
2.513144917E0,1.226100311E0,6.633006592E0,7.536527710E0,1.011431403E1
