"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.434783083E0,1.014994308E1,-6.356980591E0,-6.605763245E0,1.367730437E1
2.444751083E0,1.282278488E1,-5.809419250E0,-4.824916534E0,1.488129644E1
2.454719083E0,1.409903091E1,-4.219425659E0,-2.434836731E0,1.491692514E1
2.464686959E0,1.434916077E1,-3.154689789E0,-2.599943390E0,1.492012694E1
2.474654959E0,1.515523453E1,-2.837050323E0,-4.266128540E0,1.599780738E1
2.484622959E0,1.697964066E1,-1.984722748E0,-4.986730042E0,1.780771736E1
2.494590959E0,1.815784058E1,-6.331832886E-2,-3.744463348E0,1.854001589E1
2.504558959E0,1.783720734E1,1.163680115E0,-3.250939636E0,1.816834405E1
2.514526959E0,1.739562561E1,-9.586065674E-1,-1.541793823E-1,1.742270037E1
2.524494959E0,1.832519257E1,-5.326373749E0,1.904190216E0,1.917834404E1
2.534462959E0,1.605067245E1,-8.963061218E0,2.565664673E-1,1.838549371E1
2.544430959E0,1.691093353E1,-9.188043365E0,-1.135987701E0,1.927927078E1
2.554398959E0,1.802416855E1,-7.432344360E0,-1.041384430E0,1.952421256E1
2.564366959E0,1.790666290E1,-6.301446075E0,5.287005615E-1,1.899042715E1
2.574334959E0,1.861513962E1,-4.881798248E0,2.337688751E0,1.938608176E1
2.584302959E0,1.396984955E1,-4.136797485E0,-1.416204987E0,1.463814969E1
2.594270959E0,7.407645721E0,-5.627547455E0,-7.660020905E0,1.205066080E1
2.604239958E0,3.521277466E0,-7.284751282E0,-6.290369110E0,1.024869454E1
2.614207958E0,5.799539795E0,-7.104675751E0,-3.269051971E0,9.736415159E0
2.624175958E0,1.244092896E1,-4.590803375E0,-3.770658875E0,1.378658976E1
2.634143958E0,1.925925018E1,1.359173584E-1,-5.637576599E0,2.006787136E1
2.644111958E0,2.482243149E1,4.582720184E0,-3.560944977E0,2.549185671E1
2.654079958E0,2.841900238E1,7.737110596E0,-1.608105927E0,2.949726396E1
2.664047958E0,2.754616745E1,8.171656952E0,-3.797752533E0,2.898258516E1
2.674015958E0,2.457858856E1,4.787644043E0,-1.169143753E1,2.763545300E1
2.683983958E0,2.232307892E1,-8.746311951E-1,-1.462668365E1,2.670252248E1
2.693951958E0,2.078353043E1,-4.638254700E0,-6.430178375E0,2.224445409E1
2.703919958E0,1.070439011E1,-8.660690002E0,-1.599873047E0,1.386185820E1
2.713887958E0,1.580263824E0,-1.279778687E1,-2.603535919E0,1.315518839E1
2.723855958E0,5.345234528E0,-9.431137848E0,-2.393522644E0,1.110165951E1
2.733823958E0,1.422461975E1,-2.316432953E0,-9.291178894E-1,1.444191569E1
2.743791958E0,1.293235703E1,1.851649475E0,-3.295995941E0,1.347360580E1
2.753759958E0,1.325313995E1,6.066883850E0,-4.433031464E0,1.523497838E1
2.763728959E0,1.267743713E1,7.461833038E0,-4.117188263E0,1.527571942E1
2.773696959E0,8.591234436E0,5.428162079E0,-1.942061462E0,1.034629670E1
2.783664959E0,5.692063293E0,1.998045044E0,3.432212677E0,6.940594527E0
2.793632959E0,1.654659119E0,-4.052672424E0,6.695875854E0,7.999800250E0
2.803600959E0,-4.943170624E0,-7.339986420E0,4.841082916E0,1.008694306E1
2.813568959E0,-7.948770447E0,-1.221235428E1,3.220702515E0,1.492305174E1
2.823536959E0,-7.777676239E0,-1.350581451E1,4.250411224E0,1.615441949E1
2.833504959E0,-1.017134857E1,-1.236788086E1,6.539600830E0,1.729702829E1
2.843472959E0,-6.661597137E0,-8.341703339E0,4.868026886E0,1.173279919E1
2.853440959E0,-2.605332184E0,-4.237987061E0,6.613247681E-1,5.018529721E0
2.863408959E0,1.185684357E0,-1.187181244E0,-3.671415253E0,4.036649187E0
2.873376959E0,6.394851837E0,1.397344208E0,-5.479954376E0,8.536779300E0
2.883344959E0,1.151166138E1,1.366508331E0,-4.211492157E0,1.233378931E1
2.893312959E0,1.329460373E1,-3.033441925E0,-1.305285645E0,1.369861412E1
2.903280959E0,1.371747437E1,-7.982001343E0,1.265318756E0,1.592113312E1
2.913249958E0,1.282428177E1,-1.270632706E1,5.636528778E0,1.891251984E1
2.923217958E0,9.504784698E0,-1.518936356E1,5.806425476E0,1.883539950E1
2.933185958E0,7.768994293E0,-1.279344589E1,3.470832367E0,1.536477164E1
2.943153958E0,5.680387573E0,-7.891589355E0,1.117426300E0,9.787370795E0
2.953121958E0,5.169050903E0,-2.565514984E0,-1.581910400E0,5.983593811E0
2.963089958E0,5.969137115E0,7.390132141E-1,-2.252366180E0,6.422607869E0
2.973057958E0,6.523284760E0,1.391955414E0,-2.172432404E0,7.015001531E0
2.983025958E0,7.978259125E0,-1.139131165E-1,-2.406545563E0,8.334090017E0
2.992993958E0,9.727222137E0,-2.141297150E0,-2.937940521E0,1.038438725E1
3.002961958E0,1.221085739E1,-2.401007080E0,-5.308111725E0,1.352944653E1
3.012929958E0,1.346240479E1,-1.501826935E0,-7.502099304E0,1.548461561E1
3.022897958E0,1.335477859E1,-1.091979218E0,-8.252189484E0,1.573661848E1
3.032865958E0,1.122815094E1,-4.297563171E-1,-9.892029419E0,1.497024749E1
3.042833958E0,9.155111847E0,-2.971321106E-1,-1.004860382E1,1.359701435E1
